"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar una orden con y sin cupon de bienvenida","Validar modal del pedido","SUCCESS","2020-08-28T15:59:55.499-05:00[America/Bogota]","0.0","23.1"
