"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar una orden con y sin cupon de bienvenida","Realizar pedido usando el cupon mas de 2 veces","SUCCESS","2020-08-28T16:01:44.56-05:00[America/Bogota]","0.0","18.84"
