"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar una orden con y sin cupon de bienvenida","Realizar pedido sin cupon","SUCCESS","2020-08-28T16:00:18.611-05:00[America/Bogota]","0.0","19.6"
