"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar una orden con y sin cupon de bienvenida","Realizar pedido con cupon","SUCCESS","2020-08-28T16:00:38.217-05:00[America/Bogota]","0.0","66.33"
